,content
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_64.csv_6,方等不仕様申付尚亦究方之義ハ御相談ニ相及申義ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_64.csv_7,御座候此段何分とも可然様御評儀被下度存候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_64.csv_8,正兵衛御城へ外御用ニ付罷出候所先達而申出有之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_65.csv_1,鴈追候義申出之懸り御指免被成候旨若山六十郎
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_65.csv_2,方相心得其時之御鷹方懸合支之有無承候様申聞
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_65.csv_3,先達而被指出候御留野鳥追御指明之義申談候所
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_65.csv_4,御相談仕候様相心得可申哉之旨申述候處御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_65.csv_5,候趣ニ候へハ其通ニ御心得可被成候畢竟元建
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_1,日和浦御陣屋へ阿波郡筋ゟ御出張御交代之御役人
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_2,御荷物送り夫之義昨巳年ゟ上往来麻植郡傳馬筋
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_3,御往通之御手形御仕出ニ相成御往通之義筋違ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_4,御坐候得とも右傳馬所ニおいて送夫指支ニ而ハ差當り
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_5,御用支ニ相成奉恐入候ニ付御指支ニ相成不申様無據
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_6,傳馬之義者分け而御用繁り百姓共重々奉迷惑仕
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_7,阿波郡筋へ徳島ゟ御出郷諸御奉行様方御通行
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_8,之義ハ中鮎喰通傳馬筋御往通被遊候御仕居ニ相
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_9,成居申處前顕之通阿波郡筋ゟ南方筋へ御出張
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_10,之御役人送夫之義ハ御仕居成申通中往来
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_11,傳馬筋之御手形御仕出被仰付度旨私共手元迄
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_66.csv_12,願出申義ニ御座候右様筋違之傳馬筋夫勤
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_67.csv_1,傳馬所へ御往通成候様被仰付被為下度奉存候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_67.csv_2,御郡代様御手代
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_67.csv_3,○【朱】廿六　御下知之ひかへ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_67.csv_4,那賀郡御郡代所様後藤庄助御呼懸ニ付罷出
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_67.csv_5,候所御手代木村五郎吉殿ゟ被仰渡候者右申出
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_67.csv_6,之懸御壱統御評義被為　遊候所別紙願出之運
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_67.csv_7,壱通御用筋之義ハ已後北往来筋へ相配候御趣
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_68.csv_1,万一異国舩又者格別御指懸極急手當等
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_68.csv_2,出来之砌者南往来筋へ相配候義も御坐候故先
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_68.csv_3,別紙願書之義者指戻候御趣之御入割ヲ以被仰聞
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_68.csv_4,候ニ付難有相心得傳馬組村々江右御入割筋申
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_68.csv_5,形相渡御座候ニ付尚近日之内海部郡ゟ罷帰居申ニ付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_68.csv_6,此義者指支無之様送届ヶ可申御趣被仰渡
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_68.csv_7,此段奉畏旨申上置申候右被仰聞之御趣早々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_68.csv_8,○【朱】二十七　　救助銀都メ方之義御端書之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_69.csv_1,留ニ相成候ニ付益穀物高價ニ相成當御国之義ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_69.csv_2,重々御趣意難有相守食【食へん＋食ヵ】物相心ヲ付質素倹約ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_69.csv_3,御国中ニおゐてハ渡世取續候様人々厚相心得候儀肝
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_70.csv_1,相迷御取究相犯抜之他国へ米麦を始指出候様之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_70.csv_2,不弁者も難斗万々一右様之儀有之ニおゐてハ御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_70.csv_3,郷御奉行も相心得市中者町々役人共ゟ小前之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_70.csv_4,申聞候様町御奉行御郡代江被申聞儀可有
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_70.csv_5,組下役人共早々各手許へ呼懸厚御申渡之上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_72.csv_1,厚薄家族之多少ニ應シ御手當指遣候条
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_72.csv_2,御手當被下書凡例
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_73.csv_1,一納屋而已潰候者ハ都而御手當不指遣候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_73.csv_2,但諸品市賣之内地盤御究有之候向市中之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_74.csv_1,興行之儀寺社境内ニ者被相行候場處少ク御山下
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_75.csv_1,候得ハ御山下諸廿一ケ村浦より御郡代處へ願出候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_75.csv_2,一大角力中角力幷御祝儀操等之儀も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_75.csv_3,右件々之通町御奉行處ゟ申来候条
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_76.csv_1,御山下廿四ケ村浦役人共篤と相心得頭百姓
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_76.csv_2,三十一　勧農御郡代様ゟ御直御述舌　　【付箋】「年月日マテ」
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_76.csv_3,一近年勧農銀御入目廣大之御義ニ而下々へ自力
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_76.csv_4,出精被致相勤居申所當年迚も同断之御事候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_76.csv_5,只今迄御普請初渡銀後渡銀皆出来後七月
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_76.csv_6,比ならでハ皆済御渡成不申ニ付春中御普請相仕
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_76.csv_7,相懸候故普請人迷惑之義も有之且者御普請
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_76.csv_8,困窮人共多御坐候ニ付當廿七勧農御普請之義
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_1,行届候様致度事ニ候仍而ハ御普請初渡銀
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_2,六七歩通位御渡被仰付残銀之義ハ御普請之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_3,模様一度ニ御渡成候様被仰付面々ニおゐても誠ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_4,難有被思召就而者御普請奉行時々罷出候而も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_5,右様上ゟ厚御意被為在候御義ニ付御奉行様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_6,自力御手傳出精仕候様之心得候之者相進メ候様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_7,可仕御趣等被仰聞此段村々役人共へ厚申聞
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_8,置候ニ付而ハ上役之者共右御趣意相心得置
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_9,猶又其後村役人共ニ頭百姓江も於御役處様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_77.csv_10,被仰渡候御事ニ御坐候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_78.csv_1,潤十二年御下札
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_81.csv_1,御野合之御時節ニ候得ハ追々麦穂条【孕の誤記】ニ相向候ヲ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_81.csv_2,追立御免被仰付候乍併
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_81.csv_3,為御鷹野村々江
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_81.csv_4,御出之砌ハ右
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_81.csv_5,御道筋書記為触知候ニ付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_81.csv_6,御通行村々之義ハ終日鳥追立指留可申尤川筋
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_81.csv_7,御鷹野之節者右最寄之畑地鳥追之義ハ不苦候条
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_81.csv_8,御趣意難有相心得夫々其方共ゟ組村浦役人共へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_81.csv_9,右之通阿部湯浅江御申達事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_82.csv_1,村役人注進書之義者御役場手代當指出
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_82.csv_2,師を以取葬候義者一應御役処不窺出
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_82.csv_3,而者不相調御成行之段可相心得事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_82.csv_4,物乞喰体ニ候へハ取捨等下知及候御成り
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_82.csv_5,嘉永四亥年四月　阿部源右衛門へ御渡成写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_83.csv_1,仕御自分様見分糺之上拙寺導師
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_83.csv_2,一村上延太儀御郡代御指加之儘以
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_83.csv_3,思召當分阿波郡板野郡上分御郡代
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_83.csv_4,請持被仰付候本役同様相心得地盤之御用
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_83.csv_5,思召被為有御役替此後名東郡御郡代
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_83.csv_6,一高木真之助儀御役替此後
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_83.csv_7,徳之丈様御附人被仰付候随而毎年繁多
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_1,之御役柄令出精候ニ付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_2,御召之御小袖壱ツ白銀弐拾枚被下候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_3,一赤川三郎右衛門義手崎阿波郡御振替
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_4,麻植郡者御居置板野郡下分
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_5,御郡代共被仰付候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_6,一谷邦之進儀手崎名東郡御振替
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_7,名西郡分御居置勝浦郡御郡代共被仰付候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_8,嘉永四亥年二月五日御書付之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_9,已前御側向相勤其後彼是被召仕此度者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_10,御趣意も有之當御役儀被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_11,思召此後御内間ニおゐて諸恐悦窺頭取
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_12,西御丸穂積恰蒙　仰候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_84.csv_13,右被仰儀三月廿九日出勤出懸ヲ以前顕御端書之通三沢
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_86.csv_1,一諸書入又者諸御用ニ付在々庄屋五人與
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_86.csv_2,右者享和年中御觸之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_86.csv_3,一先達而承り候與頭庄屋御用処成者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_86.csv_4,御極之外従来之仕来近来ゟ行来候趣
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_87.csv_1,出候様之類も可有之ニ付御山下ニ引續
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_87.csv_2,亥六月廿日　　三馬御手崎ゟ　　【付箋】此分写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_87.csv_3,一亥八月十四日御郡代様御直松江島三郎
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_88.csv_1,嘉永四亥年十二月朔日御渡被成候御端書
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_88.csv_2,ニ而番非人相配取固メ置直ニ御役場へ可召連
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_90.csv_1,御端書ヲ以松江氏ゟ御申継候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_90.csv_2,御端書を以冨永氏ゟ御申継之事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_92.csv_1,此書付之義ハ御山下迄江被仰付候写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_93.csv_1,○【朱】四十三　御郡代御直ニ御渡被仰付御書付之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_94.csv_1,可相心懸候猶御役場へ指出候ハヽ吟味之上不正之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_94.csv_2,嘉永四亥年十二月二日御直ニ御渡被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_94.csv_3,仰付候写翌三日組村々召呼御趣意
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_94.csv_4,一他国表ゟ罷出候者讃州丸亀上り切手幷御国入切手等
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_94.csv_5,持参仕候者共ニ而も御国表ニ而三四十日成五十日百日斗も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_94.csv_6,逗留仕候者共候得ハ喰潰之義故此度之御趣意之丈
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_94.csv_7,申継仕候様被仰付候早速申継仕候此折御直キ庄助ゟ申上候處以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_1,以手紙得御意候前寒甚敷御座候得共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_2,先以各様愈後安康ニ被為在御座候哉ニ奉賀上候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_3,然者今日御呼懸ニ付私幷教諭人出勤仕候所
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_4,三澤春太郎殿ゟ左書之通御書付御渡被仰付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_5,各様へハ私ゟ御申継仕候様被仰付候義ニ御座候間
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_6,右様御承知御組村教諭人へ先々御申通之方
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_7,御了簡被成度奉存候仍而別紙御書付左ニ写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_8,仕差上申候間早々御順達被下度奉存候先ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_9,右之段為可得御意如此ニ御座候早々以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_95.csv_10,組頭庄屋御中様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_97.csv_1,右之通昨年御達ニ相基救助方請持
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_97.csv_2,與頭幷ニ教諭人之内郡々ニ而壱人宛御呼出
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_98.csv_1,申出候者御主意ニ相振候ニ付右之処
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_98.csv_2,ニ付右之通三澤春太郎殿ゟ御端書
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_100.csv_1,救助銀之義者去ル子年ニ厚御主意申聞ニ付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_100.csv_2,懸ニ付御郡代處へ相納凶年御手當筋
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_100.csv_3,御主意畢竟令忘帯居候旨義諸郡之模様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_101.csv_1,庄屋より同十六日迄無間違御役處へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_102.csv_1,○【朱】別宮川口御川浚ニ付御褒演被仰渡写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_102.csv_2,板野名東名西之三郡ゟ人夫御手傳ニ罷出候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_102.csv_3,別宮川口不宜此度土場御普請被仰付候ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_102.csv_4,申談孰も御国恩冥加を相心得日々多人数罷出
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_102.csv_5,罷出候者も有之候得共少も不相厭前夜ゟ御普
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_102.csv_6,ならす御手傳之事故目立候程相働不申而者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_104.csv_1,當月限りニ而百姓共出役御手傳為相休候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_105.csv_1,○【朱】　御山下分御呼懸被仰聞御書付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_105.csv_2,一御山下村浦火之用心打廻り之事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_105.csv_3,一三ツ頭御土蔵御繕之儀其方共令才判
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_105.csv_4,一右御土蔵相詰候御米買入之義如何相成
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_105.csv_5,一御山下合宿之義是迄之通無油断
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_106.csv_1,右御書書【ママ】御山下同役御呼出之上被仰聞
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_106.csv_2,松江島三郎申継御坐候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_106.csv_3,相聞雨乞御祈祷被仰付之段ハ去廿二日触達之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_106.csv_4,通ニ候處猶又御城内龍王社ニおいて三日之間
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_106.csv_5,早雲佐渡江雨乞御祈祷被　仰付候御事ニ候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_106.csv_6,随而右様御仁恵被為　仰付冥加至極難有義ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_106.csv_7,猶以本文之御趣意難有相心得候段壱郡其方共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_106.csv_8,之内両三人為御礼御郡代所へ可罷出候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_107.csv_1,南北郡之内外勧農御普請之儀其村方ニ引受
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_107.csv_2,御普請相仕立させ受負普請為仕候義ハ難相調
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_107.csv_3,取究候処村々寄内間之申談を以受負ニ而御普請
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_107.csv_4,屹と咎可申付候条右様可相心得候且右ニ付勧農御普
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_107.csv_5,請願幷御普請仕様写取之義已後左之通申付候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_107.csv_6,一内外御普請處疼有之候得ハ少々宛之儀候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_108.csv_1,候得共以後之儀ハ御郡代直々受取候条右様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_108.csv_2,一御普請願之其処積役見分之上仕様相立候へハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_108.csv_3,御普請役手元へ村役人之内罷出仕様写取セ候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_108.csv_4,仕様写篤と見及せ置御普請相手懸候節
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_108.csv_5,人夫之義雇人夫不召仕百姓共出役仕御普
